visitor,total,items,itemTypes,visits,visitsNonPurchase,category,type,site
101637,70.69,4,4,5,1,Cat56,none,www.site1.com
101638,304.1,7,3,4,1,none,none,www.site1.com
101639,48.88,1,1,2,1,Cat17,none,www.site1.com
101640,181.44,16,6,7,1,none,none,www.site1.com
101641,80.48,6,5,6,1,Cat49,none,www.site1.com
101642,87.96,1,1,3,2,Cat17,none,www.site1.com
101643,19.87,1,1,2,1,Cat17,none,www.site1.com
101644,4.98,2,2,3,1,Cat3,Type1,www.site2.com
101645,53.96,4,4,5,1,Cat3,Type1,www.site2.com
101646,80.0,2,1,2,1,Cat14,none,www.site1.com
101647,14.88,1,1,2,1,Cat48,Type1,www.site6.com
101648,91.13,3,3,4,1,Cat8,none,www.site1.com
101649,145.65,6,4,5,1,Cat8,none,www.site1.com
101650,211.56,6,6,8,2,Cat3,Type1,www.site2.com
101651,7.56,1,1,2,1,Cat9,none,www.site1.com
101652,319.32,3,2,4,2,Cat12,none,www.site1.com
101653,65.63,6,5,6,1,Cat24,none,www.site1.com
101654,56.01,4,4,5,1,Cat20,none,www.site1.com
101655,29.83,1,1,2,1,Cat27,none,www.site1.com
101656,98.78,5,5,6,1,Cat32,none,www.site1.com
101657,100.09,15,12,14,2,none,none,www.site1.com
101658,258.99,2,2,3,1,Cat18,none,www.site1.com
101659,199.92,2,2,4,2,Cat13,Type3,www.site2.com
101660,9.99,1,1,2,1,Cat41,none,www.site1.com
101661,91.35,7,7,10,3,Cat23,none,www.site1.com
101662,23.0,2,2,3,1,Cat39,Type1,www.site6.com
101663,650.82,2,2,4,2,Cat3,Type1,www.site2.com
101664,23.49,2,2,3,1,Cat56,none,www.site1.com
101665,110.08,4,1,2,1,Cat9,none,www.site1.com
101666,62.83,3,3,4,1,Cat3,Type1,www.site2.com
101667,161.46,6,2,3,1,Cat3,Type1,www.site2.com
101668,247.8,17,6,7,1,none,none,www.site1.com
101669,15.88,2,1,2,1,Cat4,Type1,www.site3.com
101670,45.79,4,4,5,1,Cat24,none,www.site1.com
101671,66.02,2,2,3,1,Cat21,none,www.site1.com
101672,18.18,1,1,2,1,none,none,www.site1.com
101673,199.0,1,1,2,1,none,none,www.site1.com
101674,55.0,1,1,2,1,Cat10,none,www.site1.com
101675,89.0,1,1,2,1,Cat27,none,www.site1.com
101676,9.88,1,1,2,1,none,none,www.site1.com
101677,28.88,1,1,2,1,Cat24,none,www.site1.com
101678,33.24,2,2,3,1,Cat1,none,www.site1.com
101679,11.99,1,1,2,1,Cat6,none,www.site1.com
101680,252.92,12,8,16,8,Cat87,Type2,www.site2.com
101681,24.98,1,1,2,1,Cat17,none,www.site1.com
101682,59.84,2,2,3,1,Cat33,none,www.site1.com
101683,69.48,9,8,11,3,Cat31,none,www.site1.com
101684,17.99,1,1,2,1,Cat4,Type2,www.site2.com
101685,15.0,1,1,2,1,Cat4,Type1,www.site3.com
101686,117.93,1,1,2,1,Cat17,none,www.site1.com
101687,142.46,12,11,12,1,Cat60,none,www.site1.com
101688,59.48,4,2,3,1,Cat1,none,www.site1.com
101689,159.0,1,1,2,1,Cat8,none,www.site1.com
101690,249.0,1,1,2,1,Cat20,none,www.site1.com
101691,104.0,1,1,2,1,none,none,www.site1.com
101692,84.62,8,8,10,2,Cat25,none,www.site1.com
101693,65.91,7,6,9,3,Cat3,Type1,www.site2.com
101694,149.99,1,1,2,1,none,none,www.site1.com
101695,39.84,2,1,2,1,Cat11,none,www.site1.com
101696,51.93,7,7,9,2,none,none,www.site1.com
101697,53.26,6,6,7,1,Cat3,Type1,www.site2.com
101698,79.07,21,20,21,1,Cat13,Type2,www.site3.com
101699,242.36,12,9,11,2,Cat12,none,www.site1.com
101700,393.93,35,29,31,2,Cat21,none,www.site1.com
101701,159.8,2,1,2,1,Cat23,none,www.site1.com
101702,10.0,1,1,2,1,Cat18,none,www.site1.com
101703,61.65,2,2,3,1,Cat3,Type1,www.site2.com
101704,209.99,1,1,2,1,Cat24,none,www.site1.com
101705,642.77,8,5,7,2,Cat67,none,www.site1.com
101706,715.42,2,2,3,1,none,none,www.site1.com
101707,64.29,4,4,5,1,Cat12,none,www.site1.com
101708,131.76,3,1,2,1,Cat25,none,www.site1.com
101709,100.58,6,3,4,1,Cat76,Type1,www.site11.com
101710,164.12,3,2,4,2,Cat21,none,www.site1.com
101711,53.91,3,1,2,1,Cat39,Type1,www.site6.com
101712,50.59,5,4,5,1,Cat8,none,www.site1.com
101713,70.53,1,1,4,3,Cat11,none,www.site1.com
101714,49.99,1,1,2,1,Cat3,Type1,www.site2.com
101715,2.0,1,1,3,2,Cat8,none,www.site1.com
101716,84.91,7,6,7,1,Cat3,Type1,www.site2.com
101717,96.99,11,11,12,1,Cat65,none,www.site1.com
101718,11.09,2,2,3,1,Cat3,Type1,www.site2.com
101719,146.0,6,3,4,1,Cat21,none,www.site1.com
101720,56.5,9,8,9,1,Cat3,Type1,www.site2.com
101721,163.92,2,1,2,1,Cat45,Type1,www.site5.com
101722,213.48,12,9,12,3,Cat14,none,www.site1.com
101723,96.95,10,7,8,1,Cat56,none,www.site1.com
101724,505.08,12,2,3,1,Cat21,none,www.site1.com
101725,6.94,2,2,4,2,Cat23,none,www.site1.com
101726,75.99,1,1,2,1,Cat30,none,www.site1.com
101727,148.22,14,10,12,2,Cat13,Type3,www.site3.com
101728,111.34,3,3,5,2,Cat21,none,www.site1.com
101729,29.64,3,3,6,3,Cat82,none,www.site1.com
101730,63.67,10,8,9,1,Cat12,none,www.site1.com
101731,90.61,1,1,2,1,Cat19,Type1,www.site4.com
101732,87.34,3,2,3,1,Cat4,Type1,www.site3.com
101733,21.99,1,1,2,1,none,none,www.site1.com
101734,62.29,6,5,6,1,none,none,www.site1.com
101735,304.14,23,11,14,3,Cat54,none,www.site1.com
101736,48.88,1,1,3,2,Cat17,none,www.site1.com
101737,91.08,3,2,3,1,Cat1,none,www.site1.com
101738,113.74,9,9,10,1,Cat11,none,www.site1.com
101739,85.41,8,7,8,1,Cat18,none,www.site1.com
101740,74.98,1,1,2,1,Cat32,none,www.site1.com
101741,44.82,1,1,2,1,Cat13,Type2,www.site2.com
101742,147.63,10,7,8,1,none,none,www.site1.com
101743,744.78,34,5,6,1,Cat6,none,www.site1.com
101744,190.64,27,21,22,1,Cat57,none,www.site1.com
101745,20.0,1,1,2,1,Cat1,none,www.site1.com
101746,44.98,1,1,2,1,Cat12,none,www.site1.com
101747,100.28,11,11,12,1,none,none,www.site1.com
101748,6.97,1,1,2,1,Cat4,Type1,www.site3.com
101749,36.84,1,1,2,1,Cat4,Type1,www.site2.com
101750,14.96,1,1,2,1,none,none,www.site1.com
101751,816.0,2,2,4,2,Cat3,Type2,www.site2.com
101752,62.81,11,10,11,1,Cat21,none,www.site1.com
101753,214.76,3,3,5,2,Cat10,none,www.site1.com
101754,114.88,2,2,3,1,Cat33,none,www.site1.com
101755,98.86,5,3,4,1,Cat59,none,www.site1.com
101756,135.16,22,20,22,2,Cat3,Type1,www.site2.com
101757,148.68,6,3,6,3,Cat26,Type2,www.site5.com
101758,37.97,1,1,2,1,Cat31,none,www.site1.com
101759,70.3,21,16,17,1,Cat56,none,www.site1.com
101760,280.4,4,2,3,1,none,none,www.site1.com
101761,291.21,8,3,4,1,Cat8,none,www.site1.com
101762,98.46,1,1,2,1,Cat32,none,www.site1.com
101763,27.94,2,2,3,1,Cat3,Type1,www.site2.com
101764,152.1,1,1,2,1,Cat27,none,www.site1.com
101765,145.47,4,4,5,1,none,none,www.site1.com
101766,71.56,2,1,2,1,Cat49,none,www.site1.com
101767,50.71,6,6,7,1,none,none,www.site1.com
101768,56.47,1,1,2,1,Cat3,Type1,www.site2.com
101769,90.0,2,2,4,2,Cat19,Type1,www.site4.com
101770,110.99,2,2,3,1,Cat27,none,www.site1.com
101771,8.74,2,2,3,1,Cat18,none,www.site1.com
101772,58.0,2,2,4,2,Cat3,Type1,www.site2.com
101773,256.69,4,3,4,1,Cat3,Type1,www.site2.com
101774,161.49,1,1,2,1,Cat3,Type1,www.site2.com
101775,195.06,3,3,4,1,Cat52,none,www.site1.com
101776,49.46,4,3,5,2,Cat17,none,www.site1.com
101777,233.91,15,4,6,2,Cat25,none,www.site1.com
101778,86.97,2,2,3,1,Cat18,none,www.site1.com
101779,357.6,3,3,6,3,Cat13,Type3,www.site3.com
101780,4.98,1,1,2,1,Cat61,none,www.site1.com
101781,100.25,6,3,4,1,Cat26,Type2,www.site5.com
101782,251.52,21,15,16,1,none,none,www.site1.com
101783,478.56,6,3,6,3,Cat45,Type1,www.site5.com
101784,14.66,2,2,3,1,Cat31,none,www.site1.com
101785,198.11,18,11,13,2,Cat21,none,www.site1.com
101786,833.46,28,20,22,2,Cat26,Type1,www.site5.com
101787,78.38,3,3,4,1,Cat6,none,www.site1.com
101788,68.31,4,4,5,1,Cat4,Type1,www.site3.com
101789,89.0,1,1,2,1,none,none,www.site1.com
101790,299.0,1,1,2,1,Cat8,none,www.site1.com
101791,127.51,18,16,19,3,Cat47,none,www.site1.com
101792,19.9,1,1,2,1,Cat8,none,www.site1.com
101793,64.32,3,3,4,1,none,none,www.site1.com
101794,133.67,15,11,13,2,none,none,www.site1.com
101795,221.68,2,1,2,1,none,none,www.site1.com
101796,14.96,1,1,2,1,Cat3,Type1,www.site2.com
101797,24.63,2,2,4,2,Cat3,Type1,www.site2.com
101798,88.7,6,6,8,2,Cat3,Type1,www.site2.com
101799,65.3,14,14,15,1,Cat3,Type1,www.site2.com
101800,55.92,2,1,2,1,Cat19,Type1,www.site4.com
101801,36.98,6,6,8,2,Cat65,none,www.site1.com
101802,60.41,4,4,6,2,Cat3,Type1,www.site2.com
101803,384.0,3,3,6,3,Cat3,Type1,www.site2.com
101804,109.12,5,5,6,1,Cat7,none,www.site1.com
101805,14.74,2,2,3,1,Cat12,none,www.site1.com
101806,260.73,1,1,2,1,Cat8,none,www.site1.com
101807,48.88,1,1,2,1,Cat17,none,www.site1.com
101808,137.12,20,12,13,1,Cat7,none,www.site1.com
101809,253.3,16,8,10,2,Cat45,Type2,www.site5.com
101810,152.24,11,10,13,3,Cat41,none,www.site1.com
101811,57.78,10,9,10,1,Cat1,none,www.site1.com
101812,58.82,8,7,10,3,Cat3,Type1,www.site2.com
101813,164.61,30,26,27,1,Cat18,none,www.site1.com
101814,50.65,3,2,4,2,Cat16,none,www.site1.com
101815,19.44,1,1,2,1,Cat83,Type1,www.site12.com
101816,92.37,12,7,8,1,none,none,www.site1.com
101817,73.0,1,1,2,1,Cat8,none,www.site1.com
101818,139.9,2,2,4,2,Cat3,Type1,www.site2.com
101819,431.49,22,11,13,2,Cat10,none,www.site1.com
101820,460.96,3,3,5,2,Cat36,Type1,www.site5.com
101821,125.46,9,8,11,3,Cat18,none,www.site1.com
101822,26.86,2,2,3,1,Cat36,Type2,www.site5.com
101823,179.73,3,1,2,1,Cat13,Type1,www.site2.com
101824,84.43,6,4,7,3,Cat3,Type1,www.site2.com
101825,97.44,2,2,3,1,Cat30,none,www.site1.com
101826,9.4,1,1,2,1,Cat52,none,www.site1.com
101827,18.46,1,1,2,1,Cat3,Type1,www.site2.com
101828,62.03,3,2,3,1,Cat24,none,www.site1.com
101829,10.94,1,1,2,1,Cat14,none,www.site1.com
101830,208.76,1,1,2,1,Cat3,Type1,www.site2.com
101831,412.98,2,2,3,1,Cat14,none,www.site1.com
101832,390.84,16,12,14,2,Cat26,Type2,www.site5.com
101833,39.88,1,1,2,1,Cat11,none,www.site1.com
101834,49.88,1,1,2,1,Cat26,Type2,www.site5.com
101835,13.29,1,1,2,1,none,none,www.site1.com
101836,121.79,13,13,14,1,Cat3,Type1,www.site2.com
101837,37.47,2,2,3,1,Cat3,Type1,www.site2.com
101838,52.96,2,2,3,1,Cat21,none,www.site1.com
101839,305.6,12,2,3,1,Cat23,none,www.site1.com
101840,46.74,2,2,3,1,Cat3,Type1,www.site2.com
101841,465.0,3,2,3,1,Cat12,none,www.site1.com
101842,29.88,3,3,5,2,Cat30,none,www.site1.com
101843,126.87,2,2,3,1,Cat36,Type12,www.site7.com
101844,91.87,16,12,13,1,Cat13,Type2,www.site3.com
101845,119.99,1,1,2,1,Cat36,Type1,www.site5.com
101846,243.42,2,2,4,2,Cat35,Type1,www.site10.com
101847,169.66,8,3,4,1,Cat39,Type1,www.site6.com
101848,155.72,8,4,5,1,Cat21,none,www.site1.com
101849,259.88,1,1,2,1,Cat39,Type1,www.site6.com
101850,109.4,8,7,10,3,Cat3,Type1,www.site2.com
101851,52.23,3,3,5,2,Cat11,none,www.site1.com
101852,72.55,11,7,8,1,Cat39,Type1,www.site6.com
101853,130.0,2,2,4,2,Cat5,Type1,www.site2.com
101854,148.24,24,17,18,1,Cat31,none,www.site1.com
101855,29.81,3,3,5,2,Cat3,Type1,www.site2.com
101856,101.38,3,2,3,1,Cat14,none,www.site1.com
101857,24.34,2,2,3,1,Cat30,none,www.site1.com
101858,54.77,9,7,8,1,Cat45,Type1,www.site5.com
101859,452.92,5,5,7,2,Cat11,none,www.site1.com
101860,73.47,6,5,6,1,Cat1,none,www.site1.com
101861,39.76,2,1,2,1,Cat14,none,www.site1.com
101862,173.64,8,8,12,4,none,none,www.site1.com
101863,11.99,1,1,2,1,Cat17,none,www.site1.com
101864,53.64,3,3,4,1,Cat1,none,www.site1.com
101865,138.24,12,3,6,3,Cat3,Type1,www.site2.com
101866,103.95,1,1,2,1,none,none,www.site1.com
101867,19.88,2,1,2,1,Cat31,none,www.site1.com
101868,49.5,1,1,2,1,Cat3,Type2,www.site2.com
101869,59.99,1,1,5,4,Cat26,Type2,www.site5.com
101870,89.88,1,1,2,1,Cat5,Type2,www.site2.com
101871,198.0,2,2,3,1,Cat8,none,www.site1.com
101872,93.98,2,2,4,2,Cat14,none,www.site1.com
101873,21.29,1,1,2,1,Cat11,none,www.site1.com
101874,11.92,2,2,3,1,Cat65,none,www.site1.com
101875,86.63,1,1,2,1,none,none,www.site1.com
101876,54.86,4,4,5,1,Cat8,none,www.site1.com
101877,321.9,4,4,6,2,Cat3,Type1,www.site2.com
101878,23.98,2,2,4,2,Cat36,Type2,www.site5.com
101879,49.36,4,4,5,1,Cat57,none,www.site1.com
101880,384.08,22,18,20,2,Cat70,none,www.site1.com
101881,5.0,1,1,2,1,Cat39,Type1,www.site6.com
101882,182.61,18,13,15,2,none,none,www.site1.com
101883,13.88,2,2,3,1,Cat16,none,www.site1.com
101884,249.99,1,1,2,1,Cat18,none,www.site1.com
101885,17.31,1,1,2,1,Cat5,Type1,www.site2.com
101886,228.1,7,4,5,1,Cat49,none,www.site1.com
101887,87.96,1,1,3,2,Cat17,none,www.site1.com
101888,46.97,4,4,5,1,Cat18,none,www.site1.com
101889,52.97,2,2,3,1,Cat13,Type1,www.site2.com
101890,10.0,2,2,4,2,Cat4,Type15,www.site2.com
101891,54.84,3,3,4,1,Cat19,Type1,www.site4.com
101892,39.98,2,2,4,2,Cat3,Type1,www.site2.com
101893,251.99,2,2,3,1,Cat3,Type1,www.site2.com
101894,98.72,8,8,10,2,Cat6,none,www.site1.com
101895,108.52,4,2,4,2,Cat4,Type1,www.site3.com
101896,29.76,2,1,3,2,Cat65,none,www.site1.com
101897,43.78,3,3,4,1,Cat11,none,www.site1.com
101898,113.98,13,9,10,1,Cat23,none,www.site1.com
101899,177.92,1,1,2,1,Cat4,Type1,www.site3.com
101900,16.3,2,2,3,1,Cat17,none,www.site1.com
101901,13.86,2,2,4,2,Cat3,Type1,www.site2.com
101902,12.96,1,1,2,1,Cat3,Type1,www.site2.com
101903,58.83,7,6,8,2,Cat12,none,www.site1.com
101904,20.0,2,2,3,1,Cat1,none,www.site1.com
101905,649.26,6,4,8,4,Cat26,Type2,www.site5.com
101906,211.96,10,10,14,4,Cat3,Type1,www.site2.com
101907,50.76,3,3,4,1,Cat3,Type1,www.site2.com
101908,207.38,13,5,7,2,Cat3,Type1,www.site2.com
101909,14.49,3,3,4,1,Cat4,Type1,www.site3.com
101910,292.8,5,4,8,4,Cat70,none,www.site1.com
101911,69.96,2,2,3,1,Cat12,none,www.site1.com
101912,50.29,13,13,14,1,Cat31,none,www.site1.com
101913,68.67,3,1,2,1,Cat5,Type2,www.site2.com
101914,7.0,1,1,2,1,Cat3,Type1,www.site2.com
101915,62.69,2,2,4,2,Cat18,none,www.site1.com
101916,99.97,1,1,2,1,Cat17,none,www.site1.com
101917,219.99,1,1,2,1,Cat14,none,www.site1.com
101918,97.58,6,6,9,3,Cat22,Type1,www.site2.com
101919,3.86,1,1,2,1,Cat9,none,www.site1.com
101920,73.04,2,2,3,1,Cat3,Type1,www.site2.com
101921,73.6,8,6,7,1,Cat4,Type1,www.site2.com
101922,50.22,4,4,5,1,Cat24,none,www.site1.com
101923,29.86,1,1,2,1,Cat10,none,www.site1.com
101924,12.96,1,1,2,1,Cat48,Type1,www.site6.com
101925,160.29,9,9,15,6,Cat19,Type1,www.site4.com
101926,63.64,4,4,5,1,Cat13,Type2,www.site3.com
101927,48.88,1,1,2,1,Cat17,none,www.site1.com
101928,50.12,6,6,9,3,Cat13,Type2,www.site3.com
101929,50.42,2,2,3,1,Cat6,none,www.site1.com
101930,48.88,1,1,3,2,Cat17,none,www.site1.com
101931,368.68,30,26,30,4,Cat4,Type1,www.site2.com
101932,54.87,4,4,5,1,Cat30,none,www.site1.com
101933,287.99,3,3,6,3,Cat11,none,www.site1.com
101934,189.88,1,1,2,1,Cat36,Type1,www.site5.com
101935,58.59,1,1,2,1,Cat21,none,www.site1.com
101936,294.72,11,3,4,1,Cat3,Type1,www.site2.com
101937,70.28,5,4,6,2,Cat21,none,www.site1.com
101938,218.96,2,2,3,1,Cat3,Type1,www.site2.com
101939,96.89,5,4,6,2,none,none,www.site1.com
101940,15.04,4,4,5,1,Cat3,Type1,www.site2.com
101941,68.81,3,3,5,2,none,none,www.site1.com
101942,6.22,1,1,2,1,Cat24,none,www.site1.com
101943,82.75,9,7,8,1,Cat31,none,www.site1.com
101944,85.52,6,4,5,1,Cat10,none,www.site1.com
101945,52.84,3,3,4,1,Cat24,none,www.site1.com
101946,75.44,2,1,2,1,Cat11,none,www.site1.com
101947,101.82,8,6,7,1,none,none,www.site1.com
101948,190.28,6,4,5,1,none,none,www.site1.com
101949,150.36,12,12,15,3,Cat22,Type1,www.site2.com
101950,51.95,3,3,4,1,Cat4,Type1,www.site3.com
101951,61.52,8,7,8,1,none,none,www.site1.com
101952,287.0,1,1,2,1,none,none,www.site1.com
101953,249.56,2,2,4,2,Cat49,none,www.site1.com
101954,181.86,10,9,11,2,Cat52,none,www.site1.com
101955,75.46,6,6,7,1,Cat12,none,www.site1.com
101956,148.64,12,6,7,1,none,none,www.site1.com
101957,28.94,2,2,4,2,Cat3,Type1,www.site2.com
101958,33.22,1,1,2,1,none,none,www.site1.com
101959,13.0,2,2,3,1,Cat49,none,www.site1.com
101960,25.99,1,1,3,2,Cat3,Type1,www.site2.com
101961,174.08,5,2,3,1,Cat3,Type1,www.site2.com
101962,24.94,1,1,2,1,Cat24,none,www.site1.com
101963,34.2,3,1,2,1,Cat3,Type1,www.site2.com
101964,19.99,1,1,2,1,Cat5,Type2,www.site2.com
101965,57.94,2,2,3,1,Cat4,Type2,www.site2.com
101966,87.1,12,7,8,1,Cat21,none,www.site1.com
101967,55.81,6,6,7,1,Cat4,Type2,www.site3.com
101968,33.59,1,1,2,1,Cat15,none,www.site1.com
101969,16.0,1,1,2,1,Cat63,none,www.site1.com
101970,102.5,7,7,9,2,Cat14,none,www.site1.com
101971,51.99,1,1,2,1,none,none,www.site1.com
101972,61.18,10,9,11,2,Cat3,Type1,www.site2.com
101973,279.78,16,8,10,2,none,none,www.site1.com
101974,34.98,2,2,3,1,Cat6,none,www.site1.com
101975,143.0,2,2,3,1,Cat8,none,www.site1.com
101976,334.73,2,2,4,2,Cat4,Type1,www.site3.com
101977,48.94,6,6,7,1,Cat57,none,www.site1.com
101978,95.99,1,1,2,1,Cat25,none,www.site1.com
101979,188.54,12,7,9,2,Cat3,Type1,www.site2.com
101980,50.0,1,1,2,1,Cat14,none,www.site1.com
101981,129.0,1,1,2,1,Cat8,none,www.site1.com
101982,17.65,6,6,8,2,Cat11,none,www.site1.com
101983,163.6,17,7,9,2,Cat31,none,www.site1.com
101984,149.98,1,1,2,1,Cat14,none,www.site1.com
101985,1396.0,2,2,5,3,Cat23,none,www.site1.com
101986,226.5,26,26,32,6,Cat21,none,www.site1.com
101987,106.2,4,3,4,1,none,none,www.site1.com
101988,954.22,10,9,16,7,Cat17,none,www.site1.com
101989,43.88,2,2,6,4,Cat13,Type1,www.site2.com
101990,201.16,2,2,3,1,none,none,www.site1.com
101991,15.99,1,1,2,1,none,none,www.site1.com
101992,44.0,1,1,2,1,Cat36,Type12,www.site7.com
101993,40.0,2,2,4,2,Cat3,Type1,www.site2.com
101994,79.53,13,9,10,1,Cat21,none,www.site1.com
101995,80.0,2,2,4,2,Cat3,Type1,www.site2.com
101996,48.88,1,1,2,1,Cat17,none,www.site1.com
101997,104.97,1,1,2,1,Cat17,none,www.site1.com
101998,52.38,4,4,6,2,Cat39,Type1,www.site6.com
101999,221.12,45,31,32,1,Cat64,none,www.site1.com
102000,45.28,4,4,6,2,Cat19,none,www.site4.com
102001,76.0,4,2,3,1,Cat40,none,www.site1.com
102002,12.48,2,2,4,2,Cat14,none,www.site1.com
102003,11.97,1,1,2,1,Cat26,Type2,www.site5.com
102004,305.0,1,1,2,1,Cat39,Type1,www.site6.com
102005,194.0,1,1,3,2,Cat30,none,www.site1.com
102006,3.99,1,1,2,1,Cat49,none,www.site1.com
102007,29.92,4,4,5,1,Cat25,none,www.site1.com
102008,12.11,1,1,2,1,Cat26,Type2,www.site5.com
102009,48.88,1,1,2,1,Cat17,none,www.site1.com
102010,206.64,19,16,17,1,Cat1,none,www.site1.com
102011,50.14,6,6,7,1,Cat1,none,www.site1.com
102012,59.26,9,8,9,1,Cat4,Type2,www.site2.com
102013,33.05,3,3,6,3,Cat1,none,www.site1.com
102014,152.82,4,3,4,1,Cat15,none,www.site1.com
102015,46.77,1,1,2,1,Cat11,none,www.site1.com
102016,59.13,2,2,3,1,Cat36,Type12,www.site7.com
102017,99.86,17,13,14,1,Cat12,none,www.site1.com
102018,445.29,13,8,9,1,Cat3,Type1,www.site2.com
102019,105.77,2,2,3,1,Cat19,Type2,www.site4.com
102020,103.1,5,4,6,2,Cat57,none,www.site1.com
102021,59.97,3,3,4,1,none,none,www.site1.com
102022,6.23,1,1,2,1,Cat39,Type1,www.site6.com
102023,169.44,5,2,3,1,Cat84,none,www.site1.com
102024,89.0,1,1,2,1,Cat3,Type1,www.site2.com
102025,10.0,2,2,4,2,Cat3,Type1,www.site2.com
102026,68.0,9,8,9,1,Cat9,none,www.site1.com
102027,49.96,1,1,2,1,Cat26,Type4,www.site5.com
102028,119.62,13,7,8,1,Cat4,Type1,www.site3.com
102029,58.81,3,3,4,1,Cat26,Type1,www.site5.com
102030,101.92,4,4,6,2,Cat19,Type2,www.site4.com
102031,53.82,6,6,7,1,Cat13,Type2,www.site2.com
102032,136.32,5,2,3,1,Cat41,none,www.site1.com
102033,61.42,6,6,7,1,Cat12,none,www.site1.com
102034,100.0,1,1,2,1,Cat6,none,www.site1.com
102035,24.16,6,6,8,2,Cat4,Type5,www.site2.com
102036,117.93,1,1,4,3,Cat31,none,www.site1.com
102037,60.04,4,4,6,2,Cat13,Type5,www.site3.com
102038,90.11,2,2,4,2,Cat20,none,www.site1.com
102039,62.62,5,4,6,2,Cat37,none,www.site1.com
102040,558.4,16,4,6,2,Cat14,none,www.site1.com
102041,267.82,24,18,20,2,Cat26,Type1,www.site5.com
102042,375.14,14,13,17,4,Cat8,none,www.site1.com
102043,419.96,4,4,6,2,Cat3,Type1,www.site2.com
102044,13.9,1,1,2,1,Cat11,none,www.site1.com
102045,11.97,1,1,2,1,Cat3,Type1,www.site2.com
102046,90.31,13,9,10,1,Cat19,Type2,www.site4.com
102047,51.59,1,1,2,1,Cat17,none,www.site1.com
102048,111.38,6,4,6,2,Cat10,none,www.site1.com
102049,48.88,1,1,2,1,Cat17,none,www.site1.com
102050,39.57,1,1,2,1,none,none,www.site1.com
102051,63.98,3,3,4,1,Cat4,Type1,www.site3.com
102052,24.25,1,1,2,1,Cat3,Type1,www.site2.com
102053,108.85,6,3,5,2,none,none,www.site1.com
102054,59.99,1,1,3,2,Cat39,Type1,www.site6.com
102055,69.97,1,1,2,1,Cat27,none,www.site1.com
102056,71.98,2,2,4,2,Cat13,Type3,www.site3.com
102057,98.71,5,5,6,1,Cat5,Type2,www.site2.com
102058,91.06,13,8,10,2,Cat13,Type1,www.site3.com
102059,175.88,22,20,32,12,Cat4,Type2,www.site2.com
102060,100.92,10,10,12,2,Cat30,none,www.site1.com
102061,47.91,2,2,3,1,Cat10,none,www.site1.com
102062,408.0,16,2,3,1,Cat12,none,www.site1.com
102063,132.99,2,2,3,1,Cat3,Type1,www.site2.com
102064,48.74,1,1,2,1,Cat3,Type1,www.site2.com
102065,55.1,7,7,8,1,none,none,www.site1.com
102066,26.27,2,2,3,1,Cat24,none,www.site1.com
102067,191.14,5,3,4,1,Cat14,none,www.site1.com
102068,38.72,5,3,4,1,Cat61,none,www.site1.com
102069,39.96,2,1,2,1,Cat16,none,www.site1.com
102070,269.0,1,1,2,1,Cat51,none,www.site1.com
102071,69.92,2,2,3,1,Cat37,none,www.site1.com
102072,31.03,2,2,3,1,Cat26,Type2,www.site5.com
102073,248.01,7,7,12,5,Cat4,Type1,www.site3.com
102074,71.33,6,5,8,3,Cat8,none,www.site1.com
102075,50.96,2,2,3,1,Cat12,none,www.site1.com
102076,353.11,38,20,21,1,Cat3,Type1,www.site2.com
102077,83.81,8,6,7,1,Cat23,none,www.site1.com
102078,17.94,1,1,2,1,Cat10,none,www.site1.com
102079,25.87,1,1,2,1,Cat25,none,www.site1.com
102080,114.81,9,8,9,1,Cat18,none,www.site1.com
102081,23.76,2,2,3,1,Cat39,Type1,www.site6.com
102082,129.98,1,1,2,1,Cat32,none,www.site1.com
102083,349.0,1,1,2,1,Cat6,none,www.site1.com
102084,124.46,7,5,6,1,Cat12,none,www.site1.com
102085,179.84,5,4,6,2,Cat10,none,www.site1.com
102086,147.92,18,14,20,6,Cat4,Type2,www.site2.com
102087,400.0,4,4,8,4,Cat58,none,www.site1.com
102088,112.0,11,7,10,3,none,none,www.site1.com
102089,160.94,3,3,4,1,Cat4,Type2,www.site2.com
102090,259.28,5,3,4,1,Cat5,Type1,www.site2.com
102091,60.03,4,3,4,1,Cat11,none,www.site1.com
102092,25.52,4,4,6,2,Cat13,Type2,www.site3.com
102093,80.55,2,2,3,1,Cat3,Type1,www.site2.com
102094,69.92,2,2,3,1,Cat32,none,www.site1.com
102095,53.6,3,3,4,1,none,none,www.site1.com
102096,34.74,6,6,7,1,Cat4,Type1,www.site2.com
102097,25.39,1,1,2,1,Cat3,Type1,www.site2.com
102098,104.97,1,1,2,1,Cat17,none,www.site1.com
102099,54.92,4,4,5,1,Cat31,none,www.site1.com
102100,50.16,6,6,7,1,Cat23,none,www.site1.com
102101,25.92,2,2,3,1,Cat3,Type1,www.site2.com
102102,24.96,1,1,2,1,Cat3,Type1,www.site2.com
102103,54.0,10,10,13,3,Cat41,none,www.site1.com
102104,51.93,4,4,6,2,Cat3,Type1,www.site2.com
102105,79.95,1,1,2,1,none,none,www.site1.com
102106,64.94,4,4,5,1,Cat9,none,www.site1.com
102107,46.0,4,4,5,1,Cat40,none,www.site1.com
102108,22.93,1,1,2,1,Cat52,none,www.site1.com
102109,20.99,1,1,2,1,Cat52,none,www.site1.com
102110,190.46,6,6,8,2,Cat19,Type13,www.site4.com
